ID Type NbBats Proj Graph Tree Trace Meta
44123c25000013 calcul 6 0.22037172317504883 0.03049302101135254 0.03286147117614746 0.0 0 0 0
44123c25000292 calcul 2 0.06363511085510254 0.019084453582763672 0.009111881256103516 0.0 0 0 0
44123c25000462 calcul 10 0.37703728675842285 0.07175850868225098 0.03755617141723633 0.0 0 0 0
44123c25000091 calcul 4 0.17463898658752441 0.04449105262756348 0.0258939266204834 0.0 0 0 0
44123c25000276 calcul 5 0.17708373069763184 0.028486967086791992 0.01937580108642578 0.0 0 0 0
44123c25000440 calcul 5 0.18006348609924316 0.04852700233459473 0.0499262809753418 0.0 0 0 0
44123c25000342 calcul 7 0.2596313953399658 0.05623769760131836 0.10152626037597656 0.0 0 0 0
44123c25000134 calcul 3 0.139784574508667 0.03640246391296387 0.02211618423461914 0.0 0 0 0
44123c25000229 calcul 9 0.34949779510498047 0.0629434585571289 0.11804866790771484 0.05199241638183594 0 0 0
44123c25000344 calcul 4 0.16904544830322266 0.028926849365234375 0.009648799896240234 0.0 0 0 0
44123c25000405 calcul 3 0.18196582794189453 0.018450498580932617 0.0067102909088134766 0.0 0 0 0
44123c25000296 calcul 28 1.0649054050445557 0.18031573295593262 0.4411139488220215 0.0 0 0 0
44123c25000196 calcul 8 0.32937097549438477 0.10609054565429688 0.7190966606140137 0.0 0 0 0
44123c25000439 calcul 2 0.0989382266998291 0.01770758628845215 0.004040241241455078 0.0 0 0 0
44123c25000253 calcul 3 0.09934282302856445 0.041790008544921875 0.04869389533996582 0.0 0 0 0
44123c25000314 calcul 9 0.2718050479888916 0.04251360893249512 0.09110522270202637 0.0 0 0 0
44123c25000249 calcul 2 0.057358741760253906 0.016370773315429688 0.0009970664978027344 0.028017759323120117 0 0 0
44123c25000125 calcul 4 0.10657906532287598 0.0195925235748291 0.002721548080444336 0.026679039001464844 0 0 0
44123c25000053 calcul 9 0.255511999130249 0.05021977424621582 0.10143589973449707 0.0 0 0 0
44123c25000180 calcul 6 0.17033123970031738 0.05837655067443848 0.08091521263122559 0.032355546951293945 0 0 0
44123c25000324 calcul 2 0.05695462226867676 0.014126300811767578 0.001558065414428711 0.0 0 0 0
44123c25000484 calcul 2 0.06708812713623047 0.01702284812927246 0.0035696029663085938 0.0 0 0 0
44123c25000061 calcul 6 0.17920374870300293 0.04838395118713379 0.12080025672912598 0.0 0 0 0
44123c25000261 calcul 22 0.625800609588623 0.12529230117797852 0.714848518371582 0.0 0 0 0
44123c25000205 calcul 26 0.883897066116333 0.37227582931518555 1.9653377532958984 0.058931827545166016 0 0 0
44123c25000231 calcul 3 0.10025429725646973 0.03295302391052246 0.03212618827819824 0.0 0 0 0
44123c25000325 calcul 3 0.1029655933380127 0.016444683074951172 0.004543781280517578 0.0 0 0 0
44123c25000412 calcul 4 0.12085247039794922 0.03130841255187988 0.06168389320373535 0.0 0 0 0
44123c25000019 calcul 7 0.21772122383117676 0.07902336120605469 0.08292174339294434 0.0 0 0 0
44123c25000143 calcul 3 0.08319449424743652 0.024620771408081055 0.013749837875366211 0.0 0 0 0
44123c25000058 calcul 3 0.07857894897460938 0.0192263126373291 0.006097316741943359 0.0 0 0 0
44123c25000287 calcul 3 0.08979558944702148 0.025573253631591797 0.00573420524597168 0.0 0 0 0
44123c25000183 calcul 48 1.571178913116455 0.35228705406188965 1.8347642421722412 0.06261515617370605 0 0 0
44123c25000119 calcul 8 0.26375532150268555 0.08844184875488281 0.2947854995727539 0.0 0 0 0
44123c25000502 calcul 6 0.23155617713928223 0.12918329238891602 0.16762900352478027 0.0 0 0 0
44123c25000187 calcul 3 0.1627979278564453 0.01677250862121582 0.006837129592895508 0.0 0 0 0
44123c25000447 calcul 6 0.2540919780731201 0.05708193778991699 0.0512845516204834 0.0 0 0 0
44123c25000246 calcul 14 0.4326961040496826 0.07160830497741699 0.4803032875061035 0.0 0 0 0
44123c25000155 calcul 5 0.14104127883911133 0.029390811920166016 0.028763532638549805 0.0 0 0 0
44123c25000508 calcul 6 0.23824644088745117 0.032898664474487305 0.13882923126220703 0.0323789119720459 0 0 0
44123c25000468 calcul 2 0.058579206466674805 0.01695871353149414 0.005070924758911133 0.0 0 0 0
44123c25000083 calcul 2 0.07023000717163086 0.013336658477783203 0.0045392513275146484 0.0 0 0 0
44123c25000165 calcul 3 0.10612773895263672 0.02891826629638672 0.004250526428222656 0.03491044044494629 0 0 0
44123c25000500 calcul 7 0.19667625427246094 0.025827407836914062 0.038130998611450195 0.0 0 0 0
44123c25000467 calcul 2 0.061522722244262695 0.018529891967773438 0.009322404861450195 0.0 0 0 0
44123c25000476 calcul 8 0.2576620578765869 0.09618401527404785 0.44881176948547363 0.03876018524169922 0 0 0
44123c25000299 calcul 3 0.08197951316833496 0.019764423370361328 0.0034236907958984375 0.0 0 0 0
44123c25000465 calcul 21 0.747819185256958 0.2818291187286377 3.3405942916870117 0.0010097026824951172 0 0 0
44123c25000470 calcul 5 0.16370582580566406 0.021450519561767578 0.0020003318786621094 0.030565261840820312 0 0 0
44123c25000399 calcul 11 0.397188663482666 0.08466267585754395 0.29186415672302246 0.0 0 0 0
44123c25000279 calcul 16 0.3942410945892334 0.05449080467224121 0.028531789779663086 0.058936119079589844 0 0 0
44123c25000150 calcul 4 0.09991145133972168 0.020921707153320312 0.017911434173583984 0.0 0 0 0
44123c25000453 calcul 6 0.27816057205200195 0.05045461654663086 0.0472111701965332 0.0 0 0 0
44123c25000047 calcul 27 0.9467294216156006 0.15198683738708496 0.9835431575775146 0.0 0 0 0
44123c25000459 calcul 3 0.08632779121398926 0.03322458267211914 0.08161735534667969 0.0 0 0 0
44123c25000226 calcul 2 0.0643923282623291 0.015734434127807617 0.0075092315673828125 0.0 0 0 0
44123c25000451 calcul 3 0.09443116188049316 0.021317481994628906 0.014764547348022461 0.0 0 0 0
44123c25000177 calcul 2 0.06140708923339844 0.014594316482543945 0.006093263626098633 0.0 0 0 0
44123c25000022 calcul 13 0.45559096336364746 0.16933870315551758 0.6334228515625 0.04915046691894531 0 0 0
